Theatre_Name,Theatre_Type,Total_Theatre_Seats_Capacity,Theatre_Max_Price_Seats_Capacity,Theatre_Min_Price_Seats_Capacity,State,City,City_Type,Max_Shows_Allowed_Per_Day,Ticket_Price_Max,Ticket_Price_Min,First_Day_Revenue
Biswas-Karnik,Single Screen,191,187,4,West Bengal,Baranagar,V,3,130,57,73614
Rama-Sant,Single Screen,185,184,1,Uttarakhand,Saharanpur,V,4,158,72,116576
Palan-Varghese,Mini,296,272,24,Maharashtra,Aligarh,V,3,152,68,128928
"Bhat, Chopra and Ravi",Multiplex,249,236,13,Mizoram,Serampore,V,6,94,64,138096
"Randhawa, Virk and Buch",Multiplex,107,106,1,Chhattisgarh,Khammam,V,5,145,67,77185
Nayar PLC,Single Screen,234,220,14,Chhattisgarh,Unnao,V,5,157,69,177530
Bhandari-Jain,Multiplex,162,147,15,Uttarakhand,Jalandhar,V,4,157,51,95376
Batta and Sons,IMAX,314,294,20,Jharkhand,Bhavnagar,V,3,136,66,123912
Sarkar-Keer,Mini,336,309,27,West Bengal,Jaunpur,V,3,108,64,105300
Dora Group,Single Screen,162,149,13,Maharashtra,Ballia,V,3,115,61,53784
Peri-Ravi,Multiplex,178,169,9,Sikkim,Thane,V,5,86,62,75460
Mani and Sons,Single Screen,164,150,14,Arunachal Pradesh,Darbhanga,V,3,173,72,80874
"Ram, Agrawal and Iyengar",Mini,179,171,8,Sikkim,Ambala,V,3,169,63,88209
"Dewan, Mukhopadhyay and Madan",Mini,260,247,13,Arunachal Pradesh,Amritsar,V,5,133,67,168610
Halder Ltd,IMAX,293,279,14,Manipur,Davanagere,V,6,166,71,283848
"Kant, Dani and Apte",Mini,310,303,7,Uttarakhand,Dehri,V,5,106,72,163110
"Ghosh, Acharya and Sarma",Mini,104,104,0,Punjab,Hubli–Dharwad,V,3,86,72,26832
Gole Inc,Multiplex,208,194,14,Arunachal Pradesh,Raebareli,V,5,109,64,110210
Borra Inc,Mini,350,344,6,Kerala,Aurangabad,V,3,145,57,150666
Dewan LLC,Single Screen,197,192,5,Gujarat,Kolkata,V,4,126,73,98228
Basak Group,Single Screen,214,199,15,Punjab,Gopalpur,V,6,106,70,132864
Ramaswamy-Sampath,Single Screen,207,200,7,Jharkhand,Farrukhabad,V,5,127,51,128785
Kota Ltd,Multiplex,275,267,8,Bihar,Tinsukia,V,3,145,65,117705
Bains-Dixit,IMAX,288,274,14,Punjab,Kurnool,V,6,140,52,234528
Sibal-Morar,Multiplex,125,125,0,Haryana,Aurangabad,V,3,129,69,48375
"Dutt, Raj and Ganguly",Multiplex,162,146,16,Himachal Pradesh,Panipat,V,6,105,70,98700
Kadakia Inc,Mini,355,340,15,Himachal Pradesh,Kollam,V,4,165,56,227760
Nagy-Pall,Mini,360,324,36,Nagaland,Ongole,V,3,121,51,123120
"Bedi, Maharaj and Batra",Single Screen,302,284,18,Andhra Pradesh,Guntakal,V,6,113,52,198168
Mishra and Sons,Mini,277,257,20,Gujarat,Ballia,V,5,171,66,226335
Karan-Yogi,Multiplex,109,101,8,Maharashtra,Gangtok,V,6,132,65,83112
"Sule, Grewal and Dave",Mini,335,314,21,Tamil Nadu,Bharatpur,V,3,173,56,166494
"Prasad, Mannan and Walla",Multiplex,360,346,14,Tamil Nadu,Anantapuram,V,4,109,65,154496
"Soman, Kohli and Sami",Multiplex,375,358,17,Telangana,Sambalpur,V,5,117,62,214700
"Ganesan, Halder and Rau",Mini,108,107,1,Himachal Pradesh,Machilipatnam,V,4,165,67,70888
Wable-Luthra,Multiplex,225,209,16,Arunachal Pradesh,Alappuzha,V,5,171,59,183415
Barman-Padmanabhan,Multiplex,381,362,19,Haryana,Durg,V,4,163,57,240356
"Gokhale, Parmar and Sura",Single Screen,306,283,23,Maharashtra,Chandigarh,V,5,126,64,185650
Gala PLC,Multiplex,133,126,7,Tripura,Kozhikode,V,6,116,57,90090
"Baral, Barad and Minhas",IMAX,119,118,1,Maharashtra,Jorhat,V,3,139,61,49389
Kalita Group,Single Screen,305,304,1,Meghalaya,Kamarhati,V,5,122,75,185815
Sura PLC,IMAX,142,140,2,Meghalaya,Alwar,V,6,158,57,133404
"Vaidya, Bahri and Nigam",Multiplex,119,111,8,Nagaland,Medininagar,V,4,134,55,61256
"Shan, Lata and More",IMAX,339,319,20,Arunachal Pradesh,Sambhal,V,6,161,69,316434
"Lalla, Karan and Ray",Multiplex,322,321,1,Gujarat,Kanpur,V,5,99,66,159225
"Narayan, Sawhney and Ram",IMAX,298,298,0,Assam,Ghaziabad,V,5,134,62,199660
Bhardwaj-Deshmukh,Multiplex,143,130,13,Punjab,Purnia,V,4,155,68,84136
Sathe-Dar,Single Screen,144,133,11,Madhya Pradesh,Guna,V,3,146,60,60234
"Sem, Sarin and Borah",IMAX,255,248,7,Meghalaya,Udaipur,V,5,156,75,196065
"Tandon, Chanda and Bajaj",Single Screen,111,102,9,Himachal Pradesh,Rampur,V,6,126,57,80190
"Tara, Bala and Ramanathan",Single Screen,293,287,6,Tamil Nadu,Tenali,V,3,118,68,102822
Basak-Manne,Single Screen,356,330,26,Maharashtra,Begusarai,V,3,151,71,155028
"Gill, Master and Goda",IMAX,161,146,15,Kerala,Firozabad,V,5,167,62,126560
Nanda Group,IMAX,211,203,8,Uttarakhand,Srinagar,V,5,169,58,173855
Lanka Inc,IMAX,243,222,21,Meghalaya,Moradabad,V,4,107,50,99216
Chaudhuri-Kade,IMAX,390,354,36,Mizoram,Imphal,V,4,128,74,191904
Dey Inc,Mini,370,355,15,Uttar Pradesh,Nizamabad,V,3,86,56,94110
Lad and Sons,Mini,373,370,3,Jharkhand,Katihar,V,6,132,62,294156
Talwar and Sons,Single Screen,230,207,23,Maharashtra,Nandyal,V,5,163,53,174800
Sule-Rajagopalan,Multiplex,359,326,33,Meghalaya,Kishanganj,V,5,114,59,195555
"Das, Dhillon and Barman",Single Screen,143,129,14,Assam,Ahmedabad,V,4,141,73,76844
Palla-Upadhyay,Single Screen,331,303,28,Himachal Pradesh,Nangloi Jat,V,4,121,51,152364
Raghavan-Sawhney,IMAX,398,386,12,West Bengal,Raiganj,V,4,149,52,232552
"Suresh, Chaudhuri and Krish",Multiplex,297,276,21,Uttarakhand,Barasat,V,6,96,65,167166
Ganesh PLC,IMAX,148,147,1,Bihar,Tumkur,V,3,113,59,50010
Rajagopal LLC,Multiplex,189,188,1,Punjab,Dhanbad,V,6,113,63,127842
"Sridhar, Devi and Raja",Multiplex,355,336,19,Uttar Pradesh,Aurangabad,V,5,143,74,247270
"Saran, Lal and Vaidya",Mini,154,139,15,Jharkhand,Hyderabad,V,3,149,58,64743
Mani and Sons,Multiplex,109,109,0,Tripura,Jodhpur,V,3,86,52,28122
Choudhry-Sahota,Single Screen,222,221,1,Kerala,Kirari Suleman Nagar,V,4,100,58,88632
Bansal Inc,Multiplex,230,230,0,Sikkim,Mau,V,3,96,73,66240
Goel-Mahal,Single Screen,392,382,10,Tripura,Bellary,V,3,130,71,151110
Palan PLC,Multiplex,397,388,9,Manipur,Ramgarh,V,6,147,54,345132
Palan-Ravi,Mini,247,240,7,Sikkim,Adoni,V,6,175,63,254646
"Batta, Varkey and Srinivas",Mini,265,253,12,Rajasthan,Loni,V,3,151,73,117237
"Nayar, Chokshi and Pandey",Mini,318,312,6,Kerala,Mau,V,5,173,70,271980
Gera and Sons,Single Screen,205,193,12,Sikkim,Gudivada,V,5,164,74,162700
"Nayar, Bali and Saran",IMAX,258,243,15,Maharashtra,Varanasi,V,3,165,68,123345
"Chand, Sangha and Pai",Multiplex,249,233,16,Nagaland,Fatehpur,V,6,173,53,246942
Balakrishnan-Bedi,Single Screen,107,99,8,Jharkhand,Bhiwani,V,4,113,66,46860
Dani-Lata,Single Screen,292,281,11,Bihar,Naihati,V,6,100,68,173088
"Shenoy, Pillai and Sahota",IMAX,373,336,37,Rajasthan,Ujjain,V,6,154,52,322008
Choudhury Ltd,Single Screen,293,281,12,Bihar,Bilaspur,V,6,172,69,294960
Vaidya Inc,Multiplex,297,274,23,Nagaland,Mysore,V,4,143,64,162616
Sant-Basak,Multiplex,357,330,27,Uttar Pradesh,Yamunanagar,V,6,130,64,267768
"Naik, Taneja and Pradhan",Mini,375,348,27,Karnataka,Satna,V,5,161,64,288780
"Goel, Seth and Badal",IMAX,263,244,19,Arunachal Pradesh,Bidhannagar,V,6,147,63,222390
Singh Group,IMAX,209,189,20,Meghalaya,Sasaram,V,3,90,64,54870
"Karpe, Loyal and Samra",Mini,117,106,11,Arunachal Pradesh,Saharsa,V,6,152,54,100236
Sidhu-Contractor,Single Screen,227,212,15,Karnataka,Avadi,V,4,113,68,99904
Sandal-Bal,Single Screen,242,228,14,Uttar Pradesh,Bharatpur,V,5,173,52,200860
Gade-Mitra,Single Screen,322,291,31,Goa,Aurangabad,V,6,128,64,235392
Wali-Kamdar,Multiplex,328,313,15,Goa,Durg,V,5,118,62,189320
"Dyal, Walia and Sane",Multiplex,284,280,4,Bihar,Kulti,V,3,143,56,120792
Gade-Bhasin,Single Screen,134,131,3,Odisha,Panipat,V,4,85,70,45380
Buch-Swaminathan,Mini,363,335,28,Sikkim,Bhiwandi,V,4,165,66,228492
Pant-Shanker,Multiplex,184,179,5,Rajasthan,Jehanabad,V,5,127,74,115515
Tata-Hayre,IMAX,303,284,19,Andhra Pradesh,Khora ,V,4,92,66,109528
"Kant, Zacharia and Patla",Single Screen,355,353,2,Haryana,Kolkata,V,6,161,73,341874
Bansal-Bahri,Multiplex,105,99,6,Uttarakhand,Sonipat,V,4,109,71,44868
Bhagat LLC,Multiplex,277,254,23,Himachal Pradesh,Madanapalle,V,5,113,74,152020
"Ratti, Aurora and Sant",Mini,250,231,19,Uttarakhand,Tumkur,V,3,157,65,112506
Purohit Ltd,Mini,332,332,0,Uttar Pradesh,Tiruchirappalli,V,5,154,73,255640
"Gade, Loyal and Srinivas",IMAX,349,342,7,Arunachal Pradesh,Dindigul,V,3,175,64,180894
"Dara, Goel and Narayan",Single Screen,250,231,19,Rajasthan,Junagadh,V,5,159,62,189535
Datta Group,Single Screen,231,225,6,Chhattisgarh,Navi Mumbai,V,6,132,75,180900
Ghosh Group,Multiplex,228,225,3,Maharashtra,Ludhiana,V,6,103,70,140310
Menon-Mammen,IMAX,333,322,11,Chhattisgarh,Chittoor,V,5,86,66,142090
Chada PLC,IMAX,183,166,17,Rajasthan,Jabalpur,V,6,92,52,96936
Bumb LLC,Single Screen,173,170,3,Jharkhand,Orai,V,5,135,63,115695
Divan-Dalal,IMAX,131,130,1,Kerala,Bardhaman,V,3,150,64,58692
Sidhu-Seshadri,Multiplex,337,330,7,Odisha,Raiganj,V,3,119,75,119385
"Biswas, Narayan and Iyengar",Mini,393,355,38,Kerala,Mysore,V,4,90,65,137680
"Doshi, Prasad and Zachariah",Multiplex,364,329,35,Uttarakhand,Dharmavaram,V,3,104,55,108423
"Sarma, Bath and Sarin",Multiplex,224,221,3,Goa,Nagaon,V,6,89,60,119094
Kapur Inc,Multiplex,197,188,9,Mizoram,Belgaum,V,6,98,70,114324
"Lal, Keer and Kadakia",Multiplex,342,327,15,Gujarat,Kolkata,V,5,96,65,161835
"Kurian, Mander and Srinivasan",Mini,145,141,4,Nagaland,Ghaziabad,V,6,129,61,110598
Mani Ltd,Mini,267,265,2,Kerala,Thiruvananthapuram,V,4,116,56,123408
Prabhakar-Ghose,Mini,286,268,18,Manipur,Baranagar,V,3,138,75,115002
Koshy Inc,Mini,144,139,5,Andhra Pradesh,Patiala,V,6,136,56,115104
"Varghese, Kunda and Muni",Multiplex,200,188,12,Maharashtra,Haldia,V,4,114,66,88896
"Purohit, Nadkarni and Mahal",IMAX,257,241,16,Bihar,Bokaro,V,6,127,50,188442
Kara and Sons,Multiplex,328,310,18,Uttarakhand,Danapur,V,5,111,60,177450
Gade-Kuruvilla,Single Screen,262,242,20,Nagaland,Chinsurah,V,3,93,68,71598
Chahal and Sons,Multiplex,311,288,23,Uttarakhand,Kochi,V,4,135,58,160856
"Devi, Dhawan and Sekhon",IMAX,110,104,6,Kerala,Ichalkaranji,V,6,163,63,103980
Mane Ltd,IMAX,348,316,32,Sikkim,Mumbai,V,3,111,58,110796
Nagy PLC,Multiplex,258,233,25,Telangana,Bhind,V,5,104,58,128410
Rastogi-Sekhon,Mini,380,353,27,Jharkhand,Asansol,V,5,159,52,287655
Dash-Mallick,Mini,210,199,11,Assam,Bally,V,3,158,50,95976
Sarin Group,Mini,200,189,11,Madhya Pradesh,Bihar Sharif,V,3,151,58,87531
"Loke, Pal and Chaudry",Multiplex,293,287,6,Madhya Pradesh,Danapur,V,4,161,72,186556
Dhaliwal Inc,Mini,306,295,11,Sikkim,Kalyan-Dombivli,V,3,111,54,100017
"Dalal, Kashyap and Malhotra",IMAX,143,143,0,Meghalaya,Deoghar,V,3,123,69,52767
Iyer-Saran,Multiplex,188,175,13,Goa,Jaipur,V,5,115,66,104915
Dey-Pingle,Mini,341,340,1,Nagaland,Mangalore,V,3,158,75,161385
Pau-Doctor,Single Screen,108,103,5,Karnataka,Secunderabad,V,3,162,53,50853
Nigam-Loke,IMAX,208,201,7,Andhra Pradesh,Khandwa,V,4,169,57,137472
De-Apte,IMAX,165,155,10,Rajasthan,Serampore,V,4,102,67,65920
Morar-Cherian,IMAX,284,269,15,Chhattisgarh,Karaikudi,V,3,99,72,83133
Memon Group,Single Screen,250,232,18,Arunachal Pradesh,Ahmednagar,V,3,102,66,74556
Sastry-Sundaram,Single Screen,101,101,0,Odisha,Chandrapur,V,6,107,57,64842
Dubey-Sur,Multiplex,362,349,13,Punjab,Ambala,V,4,119,61,169296
"Ghose, Vyas and Pathak",Multiplex,312,281,31,Jharkhand,Raebareli,V,3,148,64,130716
Prabhakar-Devi,IMAX,162,149,13,Mizoram,Morbi,V,3,147,69,68400
Gupta Inc,Multiplex,148,141,7,Jharkhand,Hazaribagh,V,4,163,54,93444
"Mangat, De and Bhakta",Single Screen,216,206,10,Jharkhand,Bilaspur,V,3,116,73,73878
"Konda, Venkataraman and Sehgal",Single Screen,285,279,6,Karnataka,Guna,V,3,132,57,111510
"Bawa, Boase and Ratta",Mini,321,311,10,Odisha,Bhatpara,V,6,102,72,194652
Srinivas-Gara,Mini,281,259,22,Himachal Pradesh,Farrukhabad,V,3,119,72,97215
"Cheema, Rastogi and Toor",Multiplex,394,378,16,Jharkhand,Kurnool,V,3,119,75,138546
Lata-Viswanathan,IMAX,354,349,5,Gujarat,South Dumdum,V,6,155,55,326220
Srinivas PLC,Single Screen,139,131,8,West Bengal,Pudukkottai,V,4,122,59,65816
Ben-Comar,IMAX,380,370,10,Haryana,Bokaro,V,3,136,56,152640
Kala Ltd,IMAX,166,151,15,Karnataka,Hapur,V,3,112,66,53706
Bobal Ltd,IMAX,245,225,20,Karnataka,Korba,V,6,114,54,160380
Radhakrishnan-Patel,Single Screen,211,207,4,Maharashtra,Panchkula,V,4,117,55,97756
Khanna Ltd,IMAX,202,188,14,Kerala,Gudivada,V,4,135,66,105216
Bhattacharyya-Dhillon,Multiplex,181,171,10,Chhattisgarh,Chandrapur,V,5,98,59,86740
"Dasgupta, Mand and Warrior",Mini,169,153,16,Odisha,Malda,V,6,154,58,146940
"Ratti, Lad and Balasubramanian",IMAX,277,258,19,Assam,Bhagalpur,V,3,120,58,96186
Wadhwa Ltd,IMAX,244,222,22,Uttarakhand,Kolhapur,V,3,141,63,98064
Morar-Murthy,Mini,209,201,8,Arunachal Pradesh,Hubli–Dharwad,V,5,94,50,96470
Srivastava-Trivedi,Mini,334,315,19,Arunachal Pradesh,Mahbubnagar,V,3,134,72,130734
Doshi-Trivedi,Mini,193,182,11,Karnataka,Vadodara,V,4,107,68,80888
Pau-Sha,Single Screen,165,157,8,Bihar,Faridabad,V,5,119,71,96255
Venkataraman Group,Single Screen,242,219,23,Arunachal Pradesh,Saharsa,V,5,100,68,117320
Balay-Dhar,Mini,263,263,0,Nagaland,Durgapur,V,6,146,60,230388
Hari PLC,Mini,352,344,8,Manipur,Bongaigaon,V,3,126,71,131736
"Chauhan, Sharma and Sastry",IMAX,114,108,6,Madhya Pradesh,Shivpuri,V,6,107,61,71532
Nadig Ltd,Multiplex,153,140,13,Karnataka,Tezpur,V,4,108,50,63080
Kala PLC,Mini,199,185,14,Jharkhand,Latur,V,6,100,58,115872
Sha-Butala,Mini,380,350,30,Manipur,Tirupati,V,4,121,66,177320
"Sane, Brahmbhatt and Malhotra",Mini,399,391,8,Uttarakhand,Khammam,V,6,99,61,235182
Ramakrishnan-Nagarajan,Single Screen,365,350,15,Tripura,Nanded,V,3,126,74,135630
Dhawan Group,IMAX,381,373,8,Goa,Nizamabad,V,3,156,51,175788
Bhattacharyya-Mukherjee,Single Screen,110,99,11,Rajasthan,Hindupur,V,6,167,66,103554
"Kapur, Venkatesh and Chana",Multiplex,356,324,32,Uttarakhand,Karaikudi,V,4,106,51,143904
"Lanka, Apte and Bajaj",Single Screen,282,277,5,Himachal Pradesh,Morbi,V,3,85,70,71685
"Sahota, Chopra and Das",Mini,173,167,6,Goa,Tadepalligudem,V,5,171,58,144525
Vyas and Sons,IMAX,389,384,5,Himachal Pradesh,Delhi,V,4,91,73,141236
Venkataraman-Ramakrishnan,Single Screen,350,342,8,Himachal Pradesh,Dehradun,V,3,106,60,110196
Vig Inc,Multiplex,111,111,0,Assam,Meerut,V,4,106,65,47064
Tak PLC,Single Screen,284,258,26,Tripura,Alwar,V,6,158,75,256284
Chada-Balasubramanian,Single Screen,270,245,25,Haryana,Nashik,V,5,112,55,144075
Das and Sons,IMAX,117,114,3,Nagaland,Kumbakonam,V,4,106,59,49044
Lata and Sons,Multiplex,382,382,0,Telangana,Baranagar,V,6,145,70,332340
"Saha, Mishra and Dhillon",Multiplex,106,103,3,Chhattisgarh,Lucknow,V,6,153,53,95508
"De, Talwar and Rajan",IMAX,154,143,11,Gujarat,Indore,V,3,133,67,59268
Ramakrishnan-Soman,Mini,175,166,9,Telangana,Medininagar,V,6,86,66,89220
Kala-Sethi,Mini,394,384,10,Rajasthan,Saharsa,V,3,154,60,179208
"Bhargava, Nair and Bali",Multiplex,283,281,2,Kerala,Sikar,V,4,102,70,115208
"Ray, Narayan and Bajwa",IMAX,296,295,1,Manipur,Kishanganj,V,3,158,68,140034
Dara and Sons,IMAX,248,230,18,Meghalaya,Karnal,V,5,99,53,118620
Sarkar-Shetty,IMAX,156,145,11,Himachal Pradesh,Jaunpur,V,3,115,62,52071
Mitra-Chawla,Mini,356,325,31,Arunachal Pradesh,Bulandshahr,V,4,145,54,195196
Kaul-Mangat,Mini,110,109,1,Meghalaya,Haldia,V,4,125,69,54776
Kata-Sandal,IMAX,359,342,17,Karnataka,Suryapet,V,4,119,74,167824
"Sathe, Devan and Narain",Single Screen,169,155,14,Goa,Raurkela Industrial Township,V,6,165,65,158910
Doshi-Korpal,Multiplex,271,262,9,Telangana,Aurangabad,V,4,157,72,167128
"Wable, Baria and Nayar",Mini,265,240,25,Rajasthan,Ghaziabad,V,6,95,75,148050
Walla-Roy,Mini,324,293,31,Goa,Raiganj,V,3,90,64,85062
"Mutti, Johal and Morar",Multiplex,142,131,11,Manipur,Medininagar,V,3,114,61,46815
Kala-Krishna,Single Screen,212,200,12,Andhra Pradesh,Nagpur,V,4,129,69,106512
"Behl, Sathe and Luthra",Single Screen,158,143,15,Uttar Pradesh,Shimla,V,4,110,58,66400
"Kara, Nagarajan and Kunda",Multiplex,273,249,24,Arunachal Pradesh,Gandhinagar,V,3,132,60,102924
"Tank, Parikh and Lata",IMAX,315,300,15,Tripura,Jammu,V,3,169,70,155250
Rajagopal Group,Mini,213,196,17,Assam,Latur,V,6,92,62,114516
Setty and Sons,Multiplex,132,127,5,Telangana,Mehsana,V,5,103,53,66730
Gola LLC,Multiplex,367,335,32,Gujarat,Ratlam,V,5,163,58,282305
Varty-Ravel,Multiplex,175,163,12,Nagaland,Kamarhati,V,5,170,68,142630
Goswami-Dara,Mini,160,145,15,Meghalaya,Sambalpur,V,4,114,62,69840
"Bandi, Tella and Mandal",IMAX,316,297,19,Meghalaya,Aurangabad,V,3,120,57,110169
Nagar-Pandey,Multiplex,211,197,14,Karnataka,Varanasi,V,5,87,74,90875
Garde-Saini,Multiplex,147,138,9,Chhattisgarh,Nagercoil,V,3,99,53,42417
"Patel, Bhargava and Bora",Multiplex,309,302,7,Uttarakhand,Katihar,V,4,108,58,132088
Randhawa PLC,Mini,220,215,5,Tamil Nadu,Secunderabad,V,6,129,74,168630
"Saini, Dugar and Thakkar",Mini,391,371,20,Uttarakhand,Dewas,V,3,170,66,193170
Karpe PLC,Multiplex,396,365,31,Manipur,Dehri,V,5,126,52,238010
Suresh-Dass,IMAX,157,146,11,Sikkim,Raipur,V,5,115,62,87360
Maharaj Inc,Multiplex,209,201,8,Himachal Pradesh,Hindupur,V,5,162,72,165690
Kala Inc,Mini,373,360,13,Himachal Pradesh,Amritsar,V,3,121,69,133371
"Dhingra, Vora and Bera",Mini,125,117,8,Haryana,Rohtak,V,3,162,52,58110
"Khalsa, Subramanian and Iyengar",Multiplex,102,96,6,Assam,Dhule,V,5,136,69,67350
Dugar-Kant,Multiplex,374,361,13,Nagaland,Guna,V,4,109,52,160100
Venkatesh LLC,IMAX,340,330,10,Nagaland,Ghaziabad,V,6,134,59,268860
Subramanian-Palan,Multiplex,221,199,22,Tamil Nadu,Kumbakonam,V,3,142,61,88800
Pant and Sons,Multiplex,272,254,18,Uttarakhand,Bongaigaon,V,3,168,63,131418
Chhabra Group,Mini,110,102,8,Jharkhand,Junagadh,V,3,92,62,29640
Chada-Modi,IMAX,156,155,1,Odisha,Ichalkaranji,V,3,141,69,65772
"Nayar, Arora and Joshi",IMAX,289,286,3,Gujarat,Bilaspur,V,3,126,69,108729
"Kulkarni, Mammen and Sur",Single Screen,113,105,8,Meghalaya,Katni,V,6,127,56,82698
Samra Ltd,IMAX,248,230,18,West Bengal,Ghaziabad,V,5,130,72,155980
"Konda, Bhatt and Shere",Mini,372,360,12,Bihar,Morbi,V,4,95,66,139968
Solanki and Sons,Mini,322,298,24,Manipur,Danapur,V,5,117,68,182490
Kota LLC,Single Screen,230,216,14,Jharkhand,Kottayam,V,3,103,74,69852
Madan Inc,IMAX,364,329,35,Nagaland,Silchar,V,3,85,65,90720
Dugar Ltd,IMAX,222,217,5,Karnataka,Dhule,V,3,95,69,62880
Nigam-Sachar,IMAX,120,110,10,Telangana,Hazaribagh,V,4,87,65,40880
"Hora, Kothari and Dani",Multiplex,337,310,27,Gujarat,Anantapur,V,4,116,72,151616
"Deep, D’Alia and Datta",Single Screen,267,257,10,Meghalaya,Bikaner,V,3,95,70,75345
Brar LLC,Multiplex,184,170,14,Tamil Nadu,Tezpur,V,6,138,53,145212
Pandit-Guha,Mini,148,140,8,Mizoram,Ludhiana,V,3,142,66,61224
Sidhu-Devan,Mini,259,255,4,Bihar,Panihati,V,5,134,64,172130
Bhalla-Modi,IMAX,109,109,0,Tamil Nadu,Surat,V,5,169,54,92105
Bains LLC,Mini,327,301,26,Uttar Pradesh,Maheshtala,V,5,148,52,229500
Prabhakar Group,Single Screen,273,265,8,Mizoram,Hyderabad,V,5,129,67,173605
"Srinivas, Arya and Goel",Mini,325,303,22,Telangana,Cuttack,V,3,161,62,150441
Singh-Patla,Multiplex,230,212,18,Andhra Pradesh,Silchar,V,3,93,71,62982
Batta-Shan,Mini,114,103,11,West Bengal,Jodhpur,V,3,127,59,41190
Vora-Kanda,Mini,259,241,18,Chhattisgarh,Jhansi,V,6,106,70,160836
Tella-Bora,Mini,174,171,3,Uttarakhand,Ratlam,V,6,129,57,133380
"Badal, Prakash and Bajaj",IMAX,211,193,18,Punjab,Pimpri-Chinchwad,V,3,143,62,86145
Deshpande-Kata,IMAX,305,290,15,Gujarat,Bhubaneswar,V,5,174,54,256350
"Upadhyay, Salvi and Choudhury",Mini,252,247,5,West Bengal,Barasat,V,3,115,53,86010
"Chahal, Dani and Panchal",Mini,346,315,31,Uttarakhand,Sagar,V,3,136,61,134193
Om-Sampath,Multiplex,152,148,4,Arunachal Pradesh,Machilipatnam,V,5,132,74,99160
Lata-Thakkar,Multiplex,342,314,28,Goa,Firozabad,V,4,140,57,182224
"Dass, Prabhakar and Char",Mini,121,111,10,Karnataka,Bareilly,V,6,150,51,102960
Bora PLC,Multiplex,391,383,8,Himachal Pradesh,Dewas,V,4,143,53,220772
Kade-Kashyap,IMAX,312,302,10,Telangana,Karaikudi,V,4,162,70,198496
"Vora, Dani and Rau",Single Screen,283,278,5,Mizoram,Satara,V,6,85,52,143340
Palan and Sons,IMAX,329,318,11,Jharkhand,Ballia,V,6,128,60,248184
Anne Inc,Multiplex,204,200,4,Meghalaya,Mango,V,6,97,56,117744
"Kalita, Kumer and Sood",Mini,233,229,4,Bihar,Siwan,V,6,85,52,118038
Sengupta Group,Single Screen,209,203,6,Arunachal Pradesh,Chinsurah,V,4,167,70,137284
Choudhry Ltd,Multiplex,126,124,2,Meghalaya,Dindigul,V,5,172,57,107210
Anne LLC,Multiplex,241,218,23,Assam,Bharatpur,V,6,145,73,199734
"Nagi, Minhas and Bansal",Mini,108,101,7,Assam,Madurai,V,3,154,74,48216
Dey PLC,Mini,212,205,7,Nagaland,Aurangabad,V,3,94,60,59070
Sharma PLC,IMAX,251,229,22,Himachal Pradesh,Kakinada,V,4,126,63,120960
"Apte, Grover and Dua",Single Screen,384,355,29,Goa,Kurnool,V,5,109,71,203770
Kurian Inc,Multiplex,360,344,16,Arunachal Pradesh,Chandigarh,V,4,115,62,162208
"Chatterjee, Thakkar and Dora",Mini,388,379,9,Uttar Pradesh,Malegaon,V,3,129,54,148131
Sachdev-Dutta,IMAX,229,218,11,Mizoram,Kavali,V,6,93,62,125736
Sagar-Doshi,IMAX,199,180,19,Nagaland,Lucknow,V,4,91,56,69776
Nair and Sons,Single Screen,182,179,3,Maharashtra,Munger,V,6,155,72,167766
Hora Group,Multiplex,338,338,0,Punjab,Sirsa,V,3,150,54,152100
"Sunder, Tella and Handa",Multiplex,271,261,10,Odisha,Chennai,V,6,118,75,189288
Luthra-Viswanathan,Multiplex,168,157,11,Bihar,Udupi,V,3,107,53,52146
"Datta, Bhatia and Tata",Single Screen,199,190,9,Jharkhand,Hapur,V,3,168,52,97164
Mitra-Dhawan,IMAX,394,390,4,Jharkhand,Bijapur,V,5,119,72,233490
Shere-Tella,Mini,287,259,28,Meghalaya,Firozabad,V,6,140,73,229824
Radhakrishnan Ltd,IMAX,397,373,24,Tripura,Gandhidham,V,4,129,56,197844
"Lalla, Kapoor and Wadhwa",IMAX,331,325,6,Tamil Nadu,Faridabad,V,3,147,53,144279
"Reddy, Sastry and Zacharia",Single Screen,122,119,3,Sikkim,Mango,V,5,131,72,79025
"Sura, Biswas and Gokhale",IMAX,237,234,3,Kerala,Pimpri-Chinchwad,V,6,128,62,180828
Deo-Nigam,Mini,188,182,6,Chhattisgarh,Nadiad,V,3,91,54,50658
Solanki-Palla,Single Screen,249,244,5,Andhra Pradesh,Raurkela Industrial Township,V,4,114,64,112544
Batra LLC,Multiplex,306,294,12,Jharkhand,Kadapa,V,5,114,56,170940
"Gola, Ben and Mani",Single Screen,282,280,2,Andhra Pradesh,Raiganj,V,6,165,73,278076
Dhingra-Narasimhan,Single Screen,133,132,1,Jharkhand,Aurangabad,V,3,125,54,49662
"Sethi, Bakshi and Mistry",Single Screen,326,326,0,Manipur,Bidhannagar,V,4,92,63,119968
"Ganesh, Karnik and Bahl",IMAX,319,303,16,Himachal Pradesh,Dhule,V,4,91,70,114772
Contractor-Baral,Multiplex,147,140,7,Rajasthan,Morbi,V,4,94,51,54068
